record_id,company_ticker,company_name,isin,shareholder_name,ownership_pct,shares_held,filing_type,filing_date,source,currency,has_error,error_type
REC00761,JPM,JPMorgan Chase,US46625H1005,Bank of America Corp.,5.7691,53587623,Exchange Notification,2025-09-19,ASX Notification,USD,False,
REC00762,BRK,Berkshire Hathaway,US0846701086,Legal & General Group,3.0313,60313354,Quarterly Report,2025-03-27,SEBI Submission,USD,False,
REC00763,V,Visa Inc.,US92826C8394,Morgan Stanley,6.8364,133634747,Quarterly Report,2025-04-25,ASX Notification,USD,False,
REC00764,AMZN,Amazon.com Inc.,US0231351067,Franklin Templeton,4.5922,111423805,13F Filing,2025-03-19,TSX Filing,USD,False,
REC00764,JNJ,Johnson & Johnson,US4781601046,JPMorgan Asset Mgmt,0.5015,16885368,Annual Report,2024-10-08,LSE Filing,USD,True,DUPLICATE_FILING
REC00766,PG,Procter & Gamble,US7427181091,Invesco Ltd.,0.5493,151562243,13F Filing,2026-02-28,SEBI Submission,USD,False,
REC00767,PG,Procter & Gamble,US7427181091,Norges Bank Investment,4.3345,165151986,Exchange Notification,2025-12-16,SEC EDGAR,USD,False,
REC00768,JNJ,Johnson & Johnson,US4781601046,Goldman Sachs Group,1.6708,119915906,Exchange Notification,2025-07-27,SEBI Submission,USD,False,
REC00769,XOM,Exxon Mobil,US30231G1022,Invesco Ltd.,1.1893,172904748,Exchange Notification,2026-01-02,SEBI Submission,USD,False,
REC00770,XOM,Exxon Mobil,US30231G1022,Dimensional Fund Advisors,1.7968,265154150,Annual Report,2024-07-21,SEBI Submission,USD,False,
REC00771,AAPL,Apple Inc.,US0378331005,Franklin Templeton,3.3616,314967748,13F Filing,2025-03-31,TSX Filing,USD,False,
REC00772,BRK,Berkshire Hathaway,US0846701086,Fidelity Investments,7.0234,83695185,Annual Report,2024-06-11,TSX Filing,USD,False,
REC00772,AAPL,Apple Inc.,US0378331005,Invesco Ltd.,4.4329,99186560,Exchange Notification,2025-04-22,ASX Notification,USD,True,DUPLICATE_FILING
REC00774,UNH,UnitedHealth Group,US91324P1021,Geode Capital Management,1.649,149212570,Quarterly Report,2024-07-21,ASX Notification,USD,False,
REC00775,V,Visa Inc.,US92826C8394,State Street Corp.,2.1656,72010016,Exchange Notification,2025-11-07,SEBI Submission,USD,False,
REC00776,MSFT,Microsoft Corp.,,Dimensional Fund Advisors,4.7858,23611741,13F Filing,2025-12-25,TSX Filing,USD,True,NULL_ISIN
REC00777,V,Visa Inc.,US92826C8394,UBS Group AG,6.3037,23338604,Quarterly Report,2024-08-27,LSE Filing,USD,False,
REC00778,JNJ,Johnson & Johnson,US4781601046,JPMorgan Asset Mgmt,5.3919,71847170,Exchange Notification,2025-07-17,SEC EDGAR,USD,False,
REC00779,TSLA,Tesla Inc.,US88160R1014,UBS Group AG,2.9256,102905435,Annual Report,2024-05-04,TSX Filing,USD,False,
REC00780,BRK,Berkshire Hathaway,US0846701086,,3.1123,103166431,Annual Report,2025-05-14,LSE Filing,USD,True,MISSING_SHAREHOLDER
REC00781,JPM,JPMorgan Chase,US46625H1005,Amundi Asset Management,6.6619,239746532,Exchange Notification,1995-01-01,SEC EDGAR,USD,True,STALE_DATE
REC00782,PG,Procter & Gamble,US7427181091,Geode Capital Management,1.9976,140552119,Annual Report,1995-01-01,SEC EDGAR,USD,True,STALE_DATE
REC00783,AMZN,Amazon.com Inc.,US0231351067,Amundi Asset Management,7.4505,317278826,13F Filing,2026-03-08,SEBI Submission,USD,False,
REC00784,UNH,UnitedHealth Group,US91324P1021,Fidelity Investments,-38.2267,97838858,Exchange Notification,2024-09-18,LSE Filing,USD,True,NEGATIVE_OWNERSHIP
REC00785,AMZN,Amazon.com Inc.,,Norges Bank Investment,4.4245,75017809,Exchange Notification,2024-04-10,SEC EDGAR,USD,True,NULL_ISIN
REC00786,BRK,Berkshire Hathaway,US0846701086,Franklin Templeton,7.2953,93345189,Exchange Notification,2026-01-20,SEBI Submission,USD,False,
REC00787,AMZN,Amazon.com Inc.,US0231351067,Amundi Asset Management,2.5346,41299283,Annual Report,2025-02-18,SEBI Submission,USD,False,
REC00788,META,Meta Platforms,US30303M1027,Goldman Sachs Group,6.9821,30389093,Quarterly Report,2025-07-29,TSX Filing,USD,False,
REC00789,V,Visa Inc.,US92826C8394,Fidelity Investments,7.279,147393038,Annual Report,2025-09-13,LSE Filing,USD,False,
REC00790,V,Visa Inc.,US92826C8394,Bank of America Corp.,4.7052,68412137,Exchange Notification,2024-09-26,SEBI Submission,USD,False,
REC00791,JPM,JPMorgan Chase,US46625H1005,Dimensional Fund Advisors,3.4505,41760805,13F Filing,2025-03-24,SEBI Submission,USD,False,
REC00792,AMZN,Amazon.com Inc.,US0231351067,Legal & General Group,2.5691,20331422,Quarterly Report,2026-02-20,ASX Notification,USD,False,
REC00793,TSLA,Tesla Inc.,US88160R1014,Geode Capital Management,1.6378,276249191,Exchange Notification,2025-12-23,TSX Filing,USD,False,
REC00794,V,Visa Inc.,US92826C8394,Amundi Asset Management,125.3664,157742443,Exchange Notification,2024-08-13,LSE Filing,USD,True,OWNERSHIP_EXCEEDS_100
REC00795,BRK,Berkshire Hathaway,US0846701086,Invesco Ltd.,7.323,98855492,Exchange Notification,2025-08-23,LSE Filing,USD,False,
REC00796,NVDA,NVIDIA Corp.,US67066G1040,Norges Bank Investment,5.6304,32139573,13F Filing,2024-04-16,ASX Notification,USD,False,
REC00797,PG,Procter & Gamble,US7427181091,Capital Group,3.7255,315190249,Exchange Notification,2024-05-20,ASX Notification,USD,False,
REC00798,PG,Procter & Gamble,US7427181091,T. Rowe Price,2.8812,191412894,Annual Report,2025-09-15,SEBI Submission,USD,False,
REC00799,WMT,Walmart Inc.,US9311421039,Capital Group,5.9531,298317046,Quarterly Report,2025-01-25,SEBI Submission,USD,False,
REC00800,JNJ,Johnson & Johnson,,Northern Trust Corp.,1.6397,29883425,Exchange Notification,2026-02-24,ASX Notification,USD,True,NULL_ISIN
REC00801,NVDA,NVIDIA Corp.,US67066G1040,Northern Trust Corp.,5.042,181369394,Exchange Notification,2025-07-29,SEC EDGAR,USD,False,
REC00801,JPM,JPMorgan Chase,US46625H1005,State Street Corp.,5.6611,128651545,Quarterly Report,2024-03-23,SEBI Submission,USD,True,DUPLICATE_FILING
REC00802,GOOGL,Alphabet Inc.,US02079K3059,JPMorgan Asset Mgmt,4.1858,28024305,Exchange Notification,2026-02-17,TSX Filing,USD,True,DUPLICATE_FILING
REC00804,XOM,Exxon Mobil,US30231G1022,BlackRock Inc.,7.4408,149163607,Exchange Notification,2025-08-25,SEC EDGAR,USD,False,
REC00805,GOOGL,Alphabet Inc.,US02079K3059,Bank of America Corp.,7.0035,99998362,Quarterly Report,2025-07-13,TSX Filing,USD,False,
REC00806,BRK,Berkshire Hathaway,US0846701086,Vanguard Group,5.0595,273529241,13F Filing,2025-02-12,ASX Notification,USD,False,
REC00807,UNH,UnitedHealth Group,US91324P1021,Franklin Templeton,4.9535,211372077,Annual Report,2024-10-05,SEC EDGAR,USD,False,
REC00808,JNJ,Johnson & Johnson,US4781601046,Bank of America Corp.,6.7026,16815351,Quarterly Report,2026-02-10,ASX Notification,USD,False,
REC00809,BRK,Berkshire Hathaway,US0846701086,Legal & General Group,6.2387,140138834,13F Filing,2024-12-27,TSX Filing,USD,False,
REC00810,PG,Procter & Gamble,US7427181091,Invesco Ltd.,6.3026,45352205,Quarterly Report,2025-05-25,ASX Notification,USD,False,
REC00811,PG,Procter & Gamble,US7427181091,Vanguard Group,5.6746,217676146,Quarterly Report,2025-12-20,ASX Notification,USD,False,
REC00812,MSFT,Microsoft Corp.,US5949181045,T. Rowe Price,6.3405,300583343,Exchange Notification,2025-02-13,TSX Filing,USD,False,
REC00813,JPM,JPMorgan Chase,US46625H1005,Bank of America Corp.,-42.3784,189313164,Exchange Notification,2024-12-12,SEC EDGAR,USD,True,NEGATIVE_OWNERSHIP
REC00814,TSLA,Tesla Inc.,US88160R1014,Morgan Stanley,5.6879,322888796,Exchange Notification,2025-11-16,SEC EDGAR,USD,False,
REC00815,MSFT,Microsoft Corp.,US5949181045,Bank of America Corp.,5.2555,46022131,Quarterly Report,2024-10-15,ASX Notification,USD,False,
REC00816,GOOGL,Alphabet Inc.,US02079K3059,JPMorgan Asset Mgmt,4.6276,14379533,13F Filing,2024-08-20,LSE Filing,USD,False,
REC00817,GOOGL,Alphabet Inc.,US02079K3059,Capital Group,1.8415,163652015,13F Filing,2025-05-10,TSX Filing,USD,False,
REC00818,TSLA,Tesla Inc.,US88160R1014,T. Rowe Price,1.3817,27821294,Annual Report,2024-06-23,SEBI Submission,USD,False,
REC00819,AAPL,Apple Inc.,US0378331005,Bank of America Corp.,4.2322,189434631,Annual Report,2024-07-08,TSX Filing,USD,False,
REC00820,AMZN,Amazon.com Inc.,US0231351067,Wellington Management,4.9165,112336926,Quarterly Report,2025-12-31,ASX Notification,USD,False,
REC00821,NVDA,NVIDIA Corp.,US67066G1040,BlackRock Inc.,2.3353,168631610,Exchange Notification,2026-01-31,LSE Filing,USD,False,
REC00821,GOOGL,Alphabet Inc.,US02079K3059,Vanguard Group,5.3996,36189595,Annual Report,2024-05-08,ASX Notification,USD,True,DUPLICATE_FILING
REC00823,WMT,Walmart Inc.,US9311421039,Amundi Asset Management,2.7383,89618448,Annual Report,2025-01-20,LSE Filing,USD,False,
REC00824,GOOGL,Alphabet Inc.,US02079K3059,Invesco Ltd.,5.0832,202170990,Exchange Notification,2024-12-11,ASX Notification,USD,False,
REC00825,JPM,JPMorgan Chase,US46625H1005,Vanguard Group,1.1984,70895647,Quarterly Report,2026-01-12,TSX Filing,USD,False,
REC00826,WMT,Walmart Inc.,US9311421039,Norges Bank Investment,0.9869,61437823,13F Filing,2025-04-19,ASX Notification,USD,False,
REC00827,BRK,Berkshire Hathaway,US0846701086,Legal & General Group,2.0738,25846480,Annual Report,2024-08-14,ASX Notification,USD,False,
REC00828,MSFT,Microsoft Corp.,US5949181045,Dimensional Fund Advisors,5.9306,220832859,13F Filing,2025-01-09,ASX Notification,USD,False,
REC00829,WMT,Walmart Inc.,US9311421039,Morgan Stanley,2.4475,176985984,13F Filing,2025-11-10,ASX Notification,USD,False,
REC00830,NVDA,NVIDIA Corp.,US67066G1040,Dimensional Fund Advisors,4.3978,163207953,Exchange Notification,2024-07-06,LSE Filing,USD,False,
REC00831,UNH,UnitedHealth Group,US91324P1021,Invesco Ltd.,7.8444,5645896,Quarterly Report,2024-06-20,SEC EDGAR,USD,False,
REC00832,UNH,UnitedHealth Group,US91324P1021,Wellington Management,6.4967,222052373,Annual Report,2025-04-15,SEBI Submission,USD,False,
REC00833,V,Visa Inc.,US92826C8394,Wellington Management,0.5847,44388280,13F Filing,2026-01-12,SEBI Submission,USD,False,
REC00834,TSLA,Tesla Inc.,US88160R1014,Legal & General Group,4.625,93098685,13F Filing,2025-04-07,TSX Filing,USD,False,
REC00835,UNH,UnitedHealth Group,US91324P1021,Franklin Templeton,5.12,12602699,Exchange Notification,2025-04-18,SEBI Submission,USD,False,
REC00836,PG,Procter & Gamble,US7427181091,Dimensional Fund Advisors,7.3712,244471634,Exchange Notification,2024-11-14,LSE Filing,USD,False,
REC00837,META,Meta Platforms,US30303M1027,Bank of America Corp.,7.1904,110432691,Quarterly Report,2025-01-23,SEC EDGAR,USD,False,
REC00838,WMT,Walmart Inc.,US9311421039,Legal & General Group,2.7451,139826209,Annual Report,2025-08-21,ASX Notification,USD,False,
REC00839,META,Meta Platforms,US30303M1027,Morgan Stanley,6.4965,180343148,Annual Report,2025-10-21,SEBI Submission,USD,False,
REC00840,WMT,Walmart Inc.,US9311421039,BlackRock Inc.,-37.6441,109195963,Exchange Notification,2024-08-15,ASX Notification,USD,True,NEGATIVE_OWNERSHIP
REC00841,BRK,Berkshire Hathaway,US0846701086,T. Rowe Price,4.9639,295291527,13F Filing,2024-03-30,SEBI Submission,USD,False,
REC00842,UNH,UnitedHealth Group,US91324P1021,Vanguard Group,2.5362,54866176,Exchange Notification,2025-03-07,TSX Filing,USD,False,
REC00843,WMT,Walmart Inc.,US9311421039,Invesco Ltd.,2.121,41013499,13F Filing,2026-02-12,LSE Filing,USD,False,
REC00844,PG,Procter & Gamble,US7427181091,State Street Corp.,3.8283,21111997,Exchange Notification,2025-09-09,SEBI Submission,USD,False,
REC00845,PG,Procter & Gamble,US7427181091,Dimensional Fund Advisors,5.9933,191737573,13F Filing,2025-10-27,SEC EDGAR,USD,False,
REC00846,WMT,Walmart Inc.,US9311421039,Legal & General Group,5.5754,61490078,Annual Report,2024-12-07,TSX Filing,USD,False,
REC00847,UNH,UnitedHealth Group,US91324P1021,Legal & General Group,1.3688,33679796,Annual Report,2025-04-15,TSX Filing,USD,False,
REC00848,PG,Procter & Gamble,US7427181091,Vanguard Group,1.2733,262480003,13F Filing,2026-02-27,ASX Notification,USD,False,
REC00849,XOM,Exxon Mobil,US30231G1022,Invesco Ltd.,5.2914,38602079,Exchange Notification,2025-06-02,SEBI Submission,USD,False,
REC00850,V,Visa Inc.,US92826C8394,Morgan Stanley,6.2959,120133036,Exchange Notification,2025-10-12,SEBI Submission,USD,False,
REC00851,MSFT,Microsoft Corp.,US5949181045,BlackRock Inc.,7.6872,67625422,Exchange Notification,2024-09-13,SEBI Submission,USD,False,
REC00852,V,Visa Inc.,US92826C8394,Morgan Stanley,2.5329,337308775,13F Filing,2024-08-12,LSE Filing,USD,False,
REC00853,GOOGL,Alphabet Inc.,US02079K3059,State Street Corp.,2.8353,238895178,Quarterly Report,2026-01-30,LSE Filing,USD,False,
REC00854,AAPL,Apple Inc.,US0378331005,Dimensional Fund Advisors,7.2747,23256592,Annual Report,2025-12-24,TSX Filing,USD,False,
REC00855,BRK,Berkshire Hathaway,US0846701086,T. Rowe Price,5.7851,266084545,Quarterly Report,1995-01-01,SEBI Submission,USD,True,STALE_DATE
REC00856,TSLA,Tesla Inc.,US88160R1014,Morgan Stanley,6.6308,226933374,Annual Report,2024-12-01,ASX Notification,USD,False,
REC00857,GOOGL,Alphabet Inc.,US02079K3059,State Street Corp.,6.5964,222760770,Annual Report,2024-12-11,SEBI Submission,USD,False,
REC00858,META,Meta Platforms,US30303M1027,Bank of America Corp.,4.0291,123008079,13F Filing,2025-03-15,TSX Filing,USD,False,
REC00859,GOOGL,Alphabet Inc.,US02079K3059,Morgan Stanley,6.4158,209756642,Quarterly Report,2026-02-20,SEC EDGAR,USD,False,
REC00860,JNJ,Johnson & Johnson,US4781601046,Fidelity Investments,3.1358,68638130,13F Filing,2025-03-31,ASX Notification,USD,False,
REC00861,NVDA,NVIDIA Corp.,US67066G1040,Capital Group,4.3096,144106982,Annual Report,2025-04-23,ASX Notification,USD,False,
REC00862,META,Meta Platforms,,State Street Corp.,6.4432,122347244,Quarterly Report,2025-07-21,ASX Notification,USD,True,NULL_ISIN
REC00863,AMZN,Amazon.com Inc.,US0231351067,Norges Bank Investment,1.6927,52861366,13F Filing,2025-08-21,ASX Notification,USD,False,
REC00864,BRK,Berkshire Hathaway,US0846701086,UBS Group AG,4.7541,122086176,Exchange Notification,2025-09-26,SEC EDGAR,USD,False,
REC00865,UNH,UnitedHealth Group,US91324P1021,Franklin Templeton,6.7756,48325897,Quarterly Report,2025-04-23,ASX Notification,USD,False,
REC00866,MSFT,Microsoft Corp.,US5949181045,Bank of America Corp.,1.8213,99619069,Annual Report,2024-04-20,ASX Notification,USD,False,
REC00867,?????,Exxon Mobil,US30231G1022,JPMorgan Asset Mgmt,2.9556,67468390,Annual Report,2025-08-12,LSE Filing,USD,True,INVALID_TICKER
REC00868,PG,Procter & Gamble,US7427181091,Franklin Templeton,7.2744,52751692,Exchange Notification,2024-05-15,LSE Filing,USD,False,
REC00869,JNJ,Johnson & Johnson,US4781601046,Norges Bank Investment,2.6863,149437761,Exchange Notification,2025-08-24,SEBI Submission,USD,False,
REC00870,TSLA,Tesla Inc.,US88160R1014,Franklin Templeton,6.4576,276752747,Quarterly Report,2025-04-04,SEC EDGAR,USD,False,
REC00871,NVDA,NVIDIA Corp.,US67066G1040,BlackRock Inc.,130.4604,200852272,Exchange Notification,2025-05-25,SEC EDGAR,USD,True,OWNERSHIP_EXCEEDS_100
REC00872,JPM,JPMorgan Chase,,Norges Bank Investment,7.7592,17241939,13F Filing,2025-11-30,SEBI Submission,USD,True,NULL_ISIN
REC00873,WMT,Walmart Inc.,US9311421039,BlackRock Inc.,2.2643,155317574,13F Filing,2024-03-24,TSX Filing,USD,False,
REC00874,BRK,Berkshire Hathaway,US0846701086,JPMorgan Asset Mgmt,3.7639,36363542,Quarterly Report,2025-10-31,LSE Filing,USD,False,
REC00875,V,Visa Inc.,US92826C8394,JPMorgan Asset Mgmt,6.825,89404694,Exchange Notification,2025-05-31,LSE Filing,USD,False,
REC00876,GOOGL,Alphabet Inc.,US02079K3059,BlackRock Inc.,1.0381,0,Quarterly Report,2024-05-18,TSX Filing,USD,True,ZERO_SHARES
REC00877,GOOGL,Alphabet Inc.,US02079K3059,State Street Corp.,1.5292,307223209,Quarterly Report,2024-04-09,ASX Notification,USD,False,
REC00878,PG,Procter & Gamble,US7427181091,UBS Group AG,5.1744,110266998,Quarterly Report,2025-02-22,SEBI Submission,USD,False,
REC00879,AMZN,Amazon.com Inc.,US0231351067,T. Rowe Price,3.6858,17447361,Exchange Notification,2024-03-23,ASX Notification,USD,False,
REC00880,TSLA,Tesla Inc.,US88160R1014,UBS Group AG,7.4492,55157414,Annual Report,2024-08-18,TSX Filing,USD,False,
REC00881,UNH,UnitedHealth Group,US91324P1021,Goldman Sachs Group,1.3487,163048116,Annual Report,2025-10-28,ASX Notification,USD,False,
REC00882,WMT,Walmart Inc.,US9311421039,Northern Trust Corp.,3.987,52405259,Annual Report,2025-07-14,TSX Filing,USD,False,
REC00883,META,Meta Platforms,US30303M1027,State Street Corp.,5.6306,158561477,13F Filing,2024-07-03,SEC EDGAR,USD,False,
REC00884,PG,Procter & Gamble,US7427181091,Morgan Stanley,4.5127,17136201,Quarterly Report,2024-08-12,SEBI Submission,USD,False,
REC00885,BRK,Berkshire Hathaway,US0846701086,Goldman Sachs Group,7.7044,145440368,Exchange Notification,2026-02-14,ASX Notification,USD,False,
REC00886,UNH,UnitedHealth Group,US91324P1021,Invesco Ltd.,5.9523,59749297,Quarterly Report,2024-08-07,LSE Filing,USD,False,
REC00887,NVDA,NVIDIA Corp.,US67066G1040,Vanguard Group,5.4224,112015798,Annual Report,2025-06-02,TSX Filing,USD,False,
REC00888,MSFT,Microsoft Corp.,US5949181045,Capital Group,4.292,151030662,13F Filing,2025-11-07,ASX Notification,USD,False,
REC00889,TSLA,Tesla Inc.,US88160R1014,Northern Trust Corp.,6.9339,8971081,Exchange Notification,2024-07-25,LSE Filing,USD,False,
REC00890,META,Meta Platforms,US30303M1027,Bank of America Corp.,3.2733,79172492,Exchange Notification,2024-11-11,LSE Filing,USD,False,
REC00891,XOM,Exxon Mobil,US30231G1022,Legal & General Group,6.9651,41847326,Exchange Notification,2024-07-21,LSE Filing,USD,False,
REC00892,WMT,Walmart Inc.,US9311421039,Dimensional Fund Advisors,6.1457,95168345,Exchange Notification,2024-05-15,TSX Filing,USD,False,
REC00893,UNH,UnitedHealth Group,US91324P1021,T. Rowe Price,2.0814,149116665,Annual Report,2024-06-03,SEBI Submission,USD,False,
REC00894,XOM,Exxon Mobil,US30231G1022,Fidelity Investments,0.8939,121210353,13F Filing,2024-11-20,ASX Notification,USD,False,
REC00895,AMZN,Amazon.com Inc.,US0231351067,JPMorgan Asset Mgmt,5.6263,72894100,Exchange Notification,2024-09-25,TSX Filing,USD,False,
REC00896,AAPL,Apple Inc.,US0378331005,Invesco Ltd.,7.4542,151325430,13F Filing,2024-09-26,SEC EDGAR,USD,False,
REC00897,MSFT,Microsoft Corp.,US5949181045,Norges Bank Investment,5.2807,218979946,13F Filing,2025-04-13,SEBI Submission,USD,False,
REC00898,TSLA,Tesla Inc.,US88160R1014,Fidelity Investments,2.4151,145485308,Exchange Notification,2024-05-03,ASX Notification,USD,False,
REC00899,XOM,Exxon Mobil,US30231G1022,Wellington Management,141.6805,98969840,13F Filing,2024-09-08,SEC EDGAR,USD,True,OWNERSHIP_EXCEEDS_100
REC00900,META,Meta Platforms,US30303M1027,BlackRock Inc.,6.7377,8371608,Annual Report,2024-04-20,TSX Filing,USD,False,
REC00901,JPM,JPMorgan Chase,US46625H1005,Geode Capital Management,5.9394,27385446,Annual Report,2024-06-26,SEC EDGAR,USD,False,
REC00902,AAPL,Apple Inc.,US0378331005,Amundi Asset Management,5.4245,241837748,Annual Report,2024-03-27,SEC EDGAR,USD,False,
REC00903,MSFT,Microsoft Corp.,US5949181045,Amundi Asset Management,106.9916,263828569,Exchange Notification,2025-11-29,LSE Filing,USD,True,OWNERSHIP_EXCEEDS_100
REC00904,TSLA,Tesla Inc.,US88160R1014,Invesco Ltd.,4.0022,281565428,Quarterly Report,2025-06-12,TSX Filing,USD,False,
REC00905,UNH,UnitedHealth Group,US91324P1021,Morgan Stanley,2.43,139244899,Annual Report,2025-02-24,TSX Filing,USD,False,
REC00906,JPM,JPMorgan Chase,US46625H1005,Vanguard Group,2.4368,116366834,Quarterly Report,2026-01-10,TSX Filing,USD,False,
REC00907,PG,Procter & Gamble,US7427181091,Wellington Management,5.0773,57233587,Annual Report,2025-10-26,ASX Notification,USD,False,
REC00908,XOM,Exxon Mobil,US30231G1022,UBS Group AG,2.1379,261971908,Quarterly Report,2025-06-30,SEC EDGAR,USD,False,
REC00909,AAPL,Apple Inc.,US0378331005,State Street Corp.,1.0281,258409217,Quarterly Report,2026-03-03,TSX Filing,USD,False,
REC00910,GOOGL,Alphabet Inc.,US02079K3059,BlackRock Inc.,7.4967,117607045,Exchange Notification,2024-04-05,SEBI Submission,USD,False,
REC00911,PG,Procter & Gamble,US7427181091,JPMorgan Asset Mgmt,4.8098,188207777,Quarterly Report,2024-11-18,TSX Filing,USD,False,
REC00912,BRK,Berkshire Hathaway,US0846701086,State Street Corp.,4.551,20784147,Quarterly Report,2025-11-18,ASX Notification,USD,False,
REC00913,V,Visa Inc.,US92826C8394,Goldman Sachs Group,3.0008,34281518,Annual Report,2025-03-13,ASX Notification,USD,False,
REC00914,WMT,Walmart Inc.,US9311421039,Morgan Stanley,1.1034,169422928,13F Filing,2024-05-28,LSE Filing,USD,False,
REC00915,GOOGL,Alphabet Inc.,US02079K3059,Norges Bank Investment,0.795,61550254,13F Filing,2024-04-09,TSX Filing,USD,False,
REC00916,PG,Procter & Gamble,US7427181091,Fidelity Investments,5.2296,43587796,Quarterly Report,2025-09-09,LSE Filing,USD,False,
REC00917,AAPL,Apple Inc.,US0378331005,Wellington Management,0.6902,161393813,Quarterly Report,2025-02-17,SEC EDGAR,USD,False,
REC00918,XOM,Exxon Mobil,US30231G1022,Norges Bank Investment,5.3256,194672235,Quarterly Report,2026-03-06,SEC EDGAR,USD,False,
REC00919,JPM,JPMorgan Chase,US46625H1005,Vanguard Group,137.4015,161965024,Annual Report,2025-08-18,ASX Notification,USD,True,OWNERSHIP_EXCEEDS_100
REC00920,JNJ,Johnson & Johnson,US4781601046,Norges Bank Investment,1.6172,240900616,Annual Report,2026-02-13,LSE Filing,USD,False,
REC00921,JNJ,Johnson & Johnson,US4781601046,,4.0341,88379247,Exchange Notification,2024-04-03,LSE Filing,USD,True,MISSING_SHAREHOLDER
REC00922,AAPL,Apple Inc.,US0378331005,T. Rowe Price,5.245,329648290,Annual Report,2024-12-10,ASX Notification,USD,False,
REC00923,GOOGL,Alphabet Inc.,US02079K3059,Franklin Templeton,135.5969,98828708,Quarterly Report,2024-07-21,ASX Notification,USD,True,OWNERSHIP_EXCEEDS_100
REC00924,?????,Amazon.com Inc.,US0231351067,State Street Corp.,6.5334,165808747,Quarterly Report,2025-04-24,SEC EDGAR,USD,True,INVALID_TICKER
REC00925,META,Meta Platforms,US30303M1027,Franklin Templeton,4.5941,128309445,Exchange Notification,2026-02-04,ASX Notification,USD,False,
REC00926,GOOGL,Alphabet Inc.,US02079K3059,Morgan Stanley,0.9742,108646808,Quarterly Report,2025-10-01,SEBI Submission,USD,False,
REC00927,V,Visa Inc.,US92826C8394,T. Rowe Price,3.79,87435304,Exchange Notification,2025-12-10,ASX Notification,USD,False,
REC00928,BRK,Berkshire Hathaway,US0846701086,T. Rowe Price,0.6172,42654932,Annual Report,2025-09-20,SEC EDGAR,USD,False,
REC00929,UNH,UnitedHealth Group,US91324P1021,Franklin Templeton,7.1519,161809093,Quarterly Report,2024-04-13,LSE Filing,USD,False,
REC00930,AMZN,Amazon.com Inc.,US0231351067,Capital Group,5.2987,122506304,Exchange Notification,2025-09-25,ASX Notification,USD,False,
REC00931,UNH,UnitedHealth Group,US91324P1021,Vanguard Group,133.4426,213332930,Annual Report,2024-06-18,SEBI Submission,USD,True,OWNERSHIP_EXCEEDS_100
REC00932,JPM,JPMorgan Chase,US46625H1005,UBS Group AG,0.5343,34115774,Annual Report,2024-06-27,SEBI Submission,USD,False,
REC00933,WMT,Walmart Inc.,US9311421039,Norges Bank Investment,4.3066,146947398,Exchange Notification,2025-06-12,SEC EDGAR,USD,False,
REC00934,AMZN,Amazon.com Inc.,US0231351067,Fidelity Investments,6.4746,277161450,Quarterly Report,2024-10-29,LSE Filing,USD,False,
REC00935,GOOGL,Alphabet Inc.,US02079K3059,Vanguard Group,0.9052,61403366,Quarterly Report,2025-07-08,SEBI Submission,USD,False,
REC00935,NVDA,NVIDIA Corp.,US67066G1040,Bank of America Corp.,0.8249,300976543,Exchange Notification,2025-10-12,SEC EDGAR,USD,True,DUPLICATE_FILING
REC00937,JNJ,Johnson & Johnson,US4781601046,Legal & General Group,1.3705,295621627,Quarterly Report,2024-07-24,ASX Notification,USD,False,
REC00938,JPM,JPMorgan Chase,US46625H1005,UBS Group AG,1.9906,133766889,Exchange Notification,2025-11-30,SEBI Submission,USD,False,
REC00939,AMZN,Amazon.com Inc.,US0231351067,Fidelity Investments,2.2784,66814067,Quarterly Report,2025-08-09,SEC EDGAR,USD,False,
REC00940,JNJ,Johnson & Johnson,US4781601046,Franklin Templeton,4.1331,116475155,Exchange Notification,2024-07-06,TSX Filing,USD,False,
REC00941,GOOGL,Alphabet Inc.,US02079K3059,JPMorgan Asset Mgmt,3.3011,72127799,13F Filing,2025-06-19,LSE Filing,USD,False,
REC00942,JPM,JPMorgan Chase,US46625H1005,Capital Group,0.7407,105076959,Exchange Notification,2025-11-29,TSX Filing,USD,False,
REC00942,JNJ,Johnson & Johnson,US4781601046,UBS Group AG,1.784,147905741,13F Filing,2024-07-12,LSE Filing,USD,True,DUPLICATE_FILING
REC00944,XOM,Exxon Mobil,US30231G1022,Amundi Asset Management,7.2918,163166890,Exchange Notification,2025-12-24,TSX Filing,USD,False,
REC00945,WMT,Walmart Inc.,US9311421039,Legal & General Group,4.1691,282114254,Quarterly Report,2024-12-04,SEBI Submission,USD,False,
REC00946,AAPL,Apple Inc.,US0378331005,UBS Group AG,6.0213,56532293,Quarterly Report,2024-08-06,LSE Filing,USD,False,
REC00947,PG,Procter & Gamble,US7427181091,Franklin Templeton,7.5969,357213744,Annual Report,2025-01-19,SEC EDGAR,USD,False,
REC00948,AAPL,Apple Inc.,US0378331005,Dimensional Fund Advisors,6.0011,121099588,Quarterly Report,2024-11-17,SEC EDGAR,USD,False,
REC00949,JNJ,Johnson & Johnson,US4781601046,Dimensional Fund Advisors,2.3038,49388215,Quarterly Report,2025-08-11,LSE Filing,USD,False,
REC00950,JPM,JPMorgan Chase,US46625H1005,Invesco Ltd.,2.293,85389557,Quarterly Report,2024-05-06,SEBI Submission,USD,False,
